native_date,bright_hours,ac_max_w,ac_median_w,dc_max_w,dc_median_w,dc_v_median,poa_median,module_sentinel_fraction,all_observed_bright_ac_below_10w
2016-01-17,8,861.4763816666667,687.0504133333334,926.1061666666667,738.4220316666666,263.28257833333333,804.8178858333333,0.0,False
2016-01-18,6,594.4758783333333,345.74687166666666,641.74357,379.41217916666665,265.9150325,408.5217366666667,0.0,False
2016-01-19,7,850.388515,776.2899683333333,914.4982083333333,833.0731416666666,256.2885133333333,943.9861966666667,0.0,False
2016-01-20,7,721.8287,533.0892633333334,778.8562216666667,574.7376499999999,266.29115333333334,630.4485883333333,0.0,False
2016-01-21,8,856.9370816666667,737.3378916666666,921.8505466666667,793.3028308333334,261.10432000000003,866.6498975,0.0,False
2016-01-22,8,835.3616216666667,583.2735749999999,901.102115,629.9408116666666,255.1064558333333,701.1203741666667,0.0,False
2016-01-23,8,777.54682,465.7925816666667,839.4255850000001,504.61901,258.29931250000004,547.8722,0.0,False
2016-01-24,6,850.40662,688.50702,916.84079,741.7936616666666,259.3466716666667,834.9445591666666,0.0,False
2016-01-25,6,575.4011216666667,523.2173634166667,619.8108233333334,565.0742666666666,264.37435416666665,622.3495633333333,0.0,False
2016-01-26,8,860.270905,731.2607883333333,924.8534683333334,786.2847425,258.7971,873.9455775,0.0,False
2016-01-27,8,841.0114433333333,711.5914266666666,906.8071283333334,767.1168816666667,257.12762583333335,851.47366,0.0,False
2016-01-28,8,840.4172366666667,715.5249983333333,906.19402,771.8504566666666,253.01068416666664,869.3670541666667,0.0,False
2016-01-29,8,872.9332616666667,690.2165996666666,941.5302083333333,743.66671475,257.9035366666667,824.1352390833333,0.0,False
2016-01-30,7,850.3989166666667,581.1455860000001,918.9950483333333,630.7625366666667,252.01676,690.8647266666667,0.0,False
2016-02-02,4,2.1595128016666667,2.1037223441666666,2.638391397,2.466338932416667,231.41355841666666,311.4895775,0.0,True
2016-02-03,9,2.637612916666667,1.1072317506666667,8.897092666666667,6.465412433333333,161.17915666666667,1069.4423083333334,0.0,True
2016-02-04,6,135.84869666666665,28.049391016666668,154.475145,39.7594135,212.366035,641.9782816666666,0.0,False
2016-02-05,9,922.9353716666667,708.4168566666667,993.57781,762.2700516666666,259.4735116666667,829.0617433333333,0.0,False
2016-02-06,7,763.086985,409.4498001666667,821.3023533333333,445.2722945,262.1409433333333,471.7254485,0.0,False
2016-02-07,8,918.2034783333334,651.0882758333332,987.5388666666666,701.2068316666667,267.31787583333335,773.6215833333333,0.0,False
2016-02-08,9,866.1956250000001,706.9641983333333,932.4297833333334,762.495385,256.8069883333333,840.7080866666668,0.0,False
2016-02-09,10,867.5523433333333,667.5963683333334,935.9689183333334,720.5472366666668,250.00596000000002,809.1900691666667,0.0,False
2016-02-10,8,863.7713883333333,723.1933808333333,934.4333916666667,783.1999975,251.29931416666665,898.9739441666667,0.0,False
2016-02-11,8,478.028005,346.7350133333333,520.575555,380.1846033333333,261.39176583333335,423.91205249999996,0.0,False
2016-02-12,9,876.3944233333333,546.9799183333333,946.0498316666667,594.591965,256.436895,667.96689,0.0,False
