site,case_id,case_group,horizon,n,events,days,population,endpoint,low_event_support,low_case_support
reserve10,pv_first,primary,4,123,27,27,exclude_bright_zero,recovery_0_6,True,True
reserve10,pv_first,primary,1,426,45,68,exclude_bright_zero,recovery_6_24,False,False
reserve10,pv_first,primary,2,425,45,61,exclude_bright_zero,recovery_6_24,False,False
reserve10,pv_first,primary,3,426,45,56,exclude_bright_zero,recovery_6_24,False,False
reserve10,pv_first,primary,4,423,45,56,exclude_bright_zero,recovery_6_24,False,False
reserve10,pv_first,primary,1,546,45,78,exclude_bright_zero,recovery,False,False
reserve10,pv_first,primary,2,546,45,70,exclude_bright_zero,recovery,False,False
reserve10,pv_first,primary,3,546,45,63,exclude_bright_zero,recovery,False,False
reserve10,pv_first,primary,4,546,45,62,exclude_bright_zero,recovery,False,False
reserve10,pv_first,primary,1,916,47,111,exclude_bright_zero,failure_recovery,False,False
reserve10,pv_first,primary,2,913,47,103,exclude_bright_zero,failure_recovery,False,False
reserve10,pv_first,primary,3,911,47,97,exclude_bright_zero,failure_recovery,False,False
reserve10,pv_first,primary,4,907,47,96,exclude_bright_zero,failure_recovery,False,False
reserve10,pv_first,primary,1,3954,47,326,exclude_bright_zero,all,False,False
reserve10,pv_first,primary,2,3954,47,325,exclude_bright_zero,all,False,False
reserve10,pv_first,primary,3,3954,47,325,exclude_bright_zero,all,False,False
reserve10,pv_first,primary,4,3954,47,325,exclude_bright_zero,all,False,False
reserve10,right_aligned,sensitivity,1,301,47,62,recorded_ac,outage,False,False
reserve10,right_aligned,sensitivity,2,298,46,54,recorded_ac,outage,False,False
reserve10,right_aligned,sensitivity,3,297,45,47,recorded_ac,outage,False,False
reserve10,right_aligned,sensitivity,4,297,44,46,recorded_ac,outage,False,False
reserve10,right_aligned,sensitivity,1,135,32,40,recorded_ac,recovery_0_6,False,True
reserve10,right_aligned,sensitivity,2,130,31,35,recorded_ac,recovery_0_6,False,True
reserve10,right_aligned,sensitivity,3,125,33,33,recorded_ac,recovery_0_6,False,True
reserve10,right_aligned,sensitivity,4,120,29,29,recorded_ac,recovery_0_6,True,True
reserve10,right_aligned,sensitivity,1,412,45,68,recorded_ac,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,2,418,45,60,recorded_ac,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,3,424,45,54,recorded_ac,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,4,429,45,56,recorded_ac,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,1,547,45,83,recorded_ac,recovery,False,False
reserve10,right_aligned,sensitivity,2,548,45,75,recorded_ac,recovery,False,False
reserve10,right_aligned,sensitivity,3,549,45,68,recorded_ac,recovery,False,False
reserve10,right_aligned,sensitivity,4,549,45,65,recorded_ac,recovery,False,False
reserve10,right_aligned,sensitivity,1,848,47,107,recorded_ac,failure_recovery,False,False
reserve10,right_aligned,sensitivity,2,846,47,99,recorded_ac,failure_recovery,False,False
reserve10,right_aligned,sensitivity,3,846,47,92,recorded_ac,failure_recovery,False,False
reserve10,right_aligned,sensitivity,4,846,47,91,recorded_ac,failure_recovery,False,False
reserve10,right_aligned,sensitivity,1,3959,47,326,recorded_ac,all,False,False
reserve10,right_aligned,sensitivity,2,3959,47,325,recorded_ac,all,False,False
reserve10,right_aligned,sensitivity,3,3959,47,325,recorded_ac,all,False,False
reserve10,right_aligned,sensitivity,4,3959,47,325,recorded_ac,all,False,False
reserve10,right_aligned,sensitivity,1,299,47,62,exclude_bright_zero,outage,False,False
reserve10,right_aligned,sensitivity,2,296,46,54,exclude_bright_zero,outage,False,False
reserve10,right_aligned,sensitivity,3,296,45,47,exclude_bright_zero,outage,False,False
reserve10,right_aligned,sensitivity,4,297,44,46,exclude_bright_zero,outage,False,False
reserve10,right_aligned,sensitivity,1,135,32,40,exclude_bright_zero,recovery_0_6,False,True
reserve10,right_aligned,sensitivity,2,130,31,35,exclude_bright_zero,recovery_0_6,False,True
reserve10,right_aligned,sensitivity,3,125,33,33,exclude_bright_zero,recovery_0_6,False,True
reserve10,right_aligned,sensitivity,4,120,29,29,exclude_bright_zero,recovery_0_6,True,True
reserve10,right_aligned,sensitivity,1,411,45,68,exclude_bright_zero,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,2,416,45,60,exclude_bright_zero,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,3,421,45,54,exclude_bright_zero,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,4,425,45,56,exclude_bright_zero,recovery_6_24,False,False
reserve10,right_aligned,sensitivity,1,546,45,83,exclude_bright_zero,recovery,False,False
reserve10,right_aligned,sensitivity,2,546,45,75,exclude_bright_zero,recovery,False,False
reserve10,right_aligned,sensitivity,3,546,45,68,exclude_bright_zero,recovery,False,False
reserve10,right_aligned,sensitivity,4,545,45,65,exclude_bright_zero,recovery,False,False
reserve10,right_aligned,sensitivity,1,845,47,107,exclude_bright_zero,failure_recovery,False,False
reserve10,right_aligned,sensitivity,2,842,47,99,exclude_bright_zero,failure_recovery,False,False
reserve10,right_aligned,sensitivity,3,842,47,92,exclude_bright_zero,failure_recovery,False,False
reserve10,right_aligned,sensitivity,4,842,47,91,exclude_bright_zero,failure_recovery,False,False
reserve10,right_aligned,sensitivity,1,3953,47,326,exclude_bright_zero,all,False,False
reserve10,right_aligned,sensitivity,2,3953,47,325,exclude_bright_zero,all,False,False
reserve10,right_aligned,sensitivity,3,3953,47,325,exclude_bright_zero,all,False,False
reserve10,right_aligned,sensitivity,4,3953,47,325,exclude_bright_zero,all,False,False
reserve10,receipt_5min,sensitivity,1,301,47,62,recorded_ac,outage,False,False
reserve10,receipt_5min,sensitivity,2,298,46,54,recorded_ac,outage,False,False
reserve10,receipt_5min,sensitivity,3,297,45,47,recorded_ac,outage,False,False
reserve10,receipt_5min,sensitivity,4,297,44,46,recorded_ac,outage,False,False
reserve10,receipt_5min,sensitivity,1,135,32,40,recorded_ac,recovery_0_6,False,True
reserve10,receipt_5min,sensitivity,2,130,31,35,recorded_ac,recovery_0_6,False,True
reserve10,receipt_5min,sensitivity,3,125,33,33,recorded_ac,recovery_0_6,False,True
reserve10,receipt_5min,sensitivity,4,120,29,29,recorded_ac,recovery_0_6,True,True
reserve10,receipt_5min,sensitivity,1,412,45,68,recorded_ac,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,2,418,45,60,recorded_ac,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,3,424,45,54,recorded_ac,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,4,429,45,56,recorded_ac,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,1,547,45,83,recorded_ac,recovery,False,False
reserve10,receipt_5min,sensitivity,2,548,45,75,recorded_ac,recovery,False,False
reserve10,receipt_5min,sensitivity,3,549,45,68,recorded_ac,recovery,False,False
reserve10,receipt_5min,sensitivity,4,549,45,65,recorded_ac,recovery,False,False
reserve10,receipt_5min,sensitivity,1,848,47,107,recorded_ac,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,2,846,47,99,recorded_ac,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,3,846,47,92,recorded_ac,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,4,846,47,91,recorded_ac,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,1,3959,47,326,recorded_ac,all,False,False
reserve10,receipt_5min,sensitivity,2,3959,47,325,recorded_ac,all,False,False
reserve10,receipt_5min,sensitivity,3,3959,47,325,recorded_ac,all,False,False
reserve10,receipt_5min,sensitivity,4,3959,47,325,recorded_ac,all,False,False
reserve10,receipt_5min,sensitivity,1,299,47,62,exclude_bright_zero,outage,False,False
reserve10,receipt_5min,sensitivity,2,296,46,54,exclude_bright_zero,outage,False,False
reserve10,receipt_5min,sensitivity,3,296,45,47,exclude_bright_zero,outage,False,False
reserve10,receipt_5min,sensitivity,4,297,44,46,exclude_bright_zero,outage,False,False
reserve10,receipt_5min,sensitivity,1,135,32,40,exclude_bright_zero,recovery_0_6,False,True
reserve10,receipt_5min,sensitivity,2,130,31,35,exclude_bright_zero,recovery_0_6,False,True
reserve10,receipt_5min,sensitivity,3,125,33,33,exclude_bright_zero,recovery_0_6,False,True
reserve10,receipt_5min,sensitivity,4,120,29,29,exclude_bright_zero,recovery_0_6,True,True
reserve10,receipt_5min,sensitivity,1,411,45,68,exclude_bright_zero,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,2,416,45,60,exclude_bright_zero,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,3,422,45,54,exclude_bright_zero,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,4,426,45,56,exclude_bright_zero,recovery_6_24,False,False
reserve10,receipt_5min,sensitivity,1,546,45,83,exclude_bright_zero,recovery,False,False
reserve10,receipt_5min,sensitivity,2,546,45,75,exclude_bright_zero,recovery,False,False
reserve10,receipt_5min,sensitivity,3,547,45,68,exclude_bright_zero,recovery,False,False
reserve10,receipt_5min,sensitivity,4,546,45,65,exclude_bright_zero,recovery,False,False
reserve10,receipt_5min,sensitivity,1,845,47,107,exclude_bright_zero,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,2,842,47,99,exclude_bright_zero,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,3,843,47,92,exclude_bright_zero,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,4,843,47,91,exclude_bright_zero,failure_recovery,False,False
reserve10,receipt_5min,sensitivity,1,3954,47,326,exclude_bright_zero,all,False,False
reserve10,receipt_5min,sensitivity,2,3954,47,325,exclude_bright_zero,all,False,False
reserve10,receipt_5min,sensitivity,3,3954,47,325,exclude_bright_zero,all,False,False
reserve10,receipt_5min,sensitivity,4,3954,47,325,exclude_bright_zero,all,False,False
reserve10,privileged_labels,diagnostic,1,301,47,62,recorded_ac,outage,False,False
reserve10,privileged_labels,diagnostic,2,298,46,54,recorded_ac,outage,False,False
reserve10,privileged_labels,diagnostic,3,297,45,47,recorded_ac,outage,False,False
reserve10,privileged_labels,diagnostic,4,297,44,46,recorded_ac,outage,False,False
reserve10,privileged_labels,diagnostic,1,135,32,40,recorded_ac,recovery_0_6,False,True
reserve10,privileged_labels,diagnostic,2,130,31,35,recorded_ac,recovery_0_6,False,True
reserve10,privileged_labels,diagnostic,3,125,33,33,recorded_ac,recovery_0_6,False,True
reserve10,privileged_labels,diagnostic,4,120,29,29,recorded_ac,recovery_0_6,True,True
reserve10,privileged_labels,diagnostic,1,412,45,68,recorded_ac,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,2,418,45,60,recorded_ac,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,3,424,45,54,recorded_ac,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,4,429,45,56,recorded_ac,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,1,547,45,83,recorded_ac,recovery,False,False
reserve10,privileged_labels,diagnostic,2,548,45,75,recorded_ac,recovery,False,False
reserve10,privileged_labels,diagnostic,3,549,45,68,recorded_ac,recovery,False,False
reserve10,privileged_labels,diagnostic,4,549,45,65,recorded_ac,recovery,False,False
reserve10,privileged_labels,diagnostic,1,848,47,107,recorded_ac,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,2,846,47,99,recorded_ac,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,3,846,47,92,recorded_ac,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,4,846,47,91,recorded_ac,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,1,3959,47,326,recorded_ac,all,False,False
reserve10,privileged_labels,diagnostic,2,3959,47,325,recorded_ac,all,False,False
reserve10,privileged_labels,diagnostic,3,3959,47,325,recorded_ac,all,False,False
reserve10,privileged_labels,diagnostic,4,3959,47,325,recorded_ac,all,False,False
reserve10,privileged_labels,diagnostic,1,299,47,62,exclude_bright_zero,outage,False,False
reserve10,privileged_labels,diagnostic,2,296,46,54,exclude_bright_zero,outage,False,False
reserve10,privileged_labels,diagnostic,3,296,45,47,exclude_bright_zero,outage,False,False
reserve10,privileged_labels,diagnostic,4,297,44,46,exclude_bright_zero,outage,False,False
reserve10,privileged_labels,diagnostic,1,135,32,40,exclude_bright_zero,recovery_0_6,False,True
reserve10,privileged_labels,diagnostic,2,130,31,35,exclude_bright_zero,recovery_0_6,False,True
reserve10,privileged_labels,diagnostic,3,125,33,33,exclude_bright_zero,recovery_0_6,False,True
reserve10,privileged_labels,diagnostic,4,120,29,29,exclude_bright_zero,recovery_0_6,True,True
reserve10,privileged_labels,diagnostic,1,411,45,68,exclude_bright_zero,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,2,416,45,60,exclude_bright_zero,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,3,422,45,54,exclude_bright_zero,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,4,426,45,56,exclude_bright_zero,recovery_6_24,False,False
reserve10,privileged_labels,diagnostic,1,546,45,83,exclude_bright_zero,recovery,False,False
reserve10,privileged_labels,diagnostic,2,546,45,75,exclude_bright_zero,recovery,False,False
reserve10,privileged_labels,diagnostic,3,547,45,68,exclude_bright_zero,recovery,False,False
reserve10,privileged_labels,diagnostic,4,546,45,65,exclude_bright_zero,recovery,False,False
reserve10,privileged_labels,diagnostic,1,845,47,107,exclude_bright_zero,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,2,842,47,99,exclude_bright_zero,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,3,843,47,92,exclude_bright_zero,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,4,843,47,91,exclude_bright_zero,failure_recovery,False,False
reserve10,privileged_labels,diagnostic,1,3954,47,326,exclude_bright_zero,all,False,False
reserve10,privileged_labels,diagnostic,2,3954,47,325,exclude_bright_zero,all,False,False
reserve10,privileged_labels,diagnostic,3,3954,47,325,exclude_bright_zero,all,False,False
reserve10,privileged_labels,diagnostic,4,3954,47,325,exclude_bright_zero,all,False,False
