phase,event_id,difference,contrast,site,scenario
outage,44,-0.0002220905711029291,physical_recovery_minus_physical,colorado,joint_gradual
outage,45,-2.258643026336535e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,46,-9.450500567355198e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,47,-0.00033341520833721417,physical_recovery_minus_physical,colorado,joint_gradual
outage,48,9.143834242175707e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,49,-0.0005673394840617936,physical_recovery_minus_physical,colorado,joint_gradual
outage,50,-0.0004453716400117736,physical_recovery_minus_physical,colorado,joint_gradual
outage,51,0.00017692328843075077,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,26,-0.0004985709140896717,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,27,1.6249249281939556e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,28,7.826478760469026e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,29,-1.3459618541717971e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,30,-3.0707002811143865e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,31,-1.933821218199221e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,32,6.647201064997963e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,34,-4.046197238975011e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,35,-0.0003461847662283776,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,36,0.0001948579306923999,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,37,7.599738578983004e-06,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,39,0.00010420325154687355,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,40,-9.843732114894762e-05,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,41,-0.00023320133140940918,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,42,0.00017634093569983273,physical_recovery_minus_physical,colorado,joint_gradual
recovery_0_6,45,0.0001705083889252015,physical_recovery_minus_physical,colorado,joint_gradual
