site,case_id,case_group,phase,method,n,fallback_fraction,global_fallback_fraction,mean_pool,mean_effective_n,mean_score_age_h,nesting_repaired_fraction
nist,backfill_60min,sensitivity,recovery_0_6,physical_availability,518,0.0,0.023166023166023165,367.6467181467182,117.24368023281961,5.638996138996139,0.2606177606177606
nist,backfill_60min,sensitivity,recovery_0_6,physical_recovery,518,0.0,0.03088803088803089,367.6467181467182,127.49861872434812,5.638996138996139,0.2644787644787645
nist,backfill_60min,sensitivity,recovery_0_6,recency,518,0.0,0.0,367.6467181467182,273.015966300081,5.638996138996139,0.24324324324324326
nist,backfill_60min,sensitivity,recovery_6_24,physical,1787,0.0,0.0,361.3592613318411,193.29923922984014,4.6155567991046444,0.2305540011191942
nist,backfill_60min,sensitivity,recovery_6_24,physical_availability,1787,0.0,0.0,361.3592613318411,133.7772344066637,4.6155567991046444,0.2501398992725238
nist,backfill_60min,sensitivity,recovery_6_24,physical_recovery,1787,0.0,0.006715165081141578,361.3592613318411,136.02400865304477,4.6155567991046444,0.25293788472299944
nist,backfill_60min,sensitivity,recovery_6_24,recency,1787,0.0,0.0,361.3592613318411,266.93354638889116,4.6155567991046444,0.21768326804700616
nist,channel_gap_6h,sensitivity,normal,physical,11897,0.0,0.0,362.8926620156342,190.3659199490048,4.801462553584938,0.23064638144069935
nist,channel_gap_6h,sensitivity,normal,physical_availability,11897,0.0,0.0024375893082289653,362.8926620156342,144.2627226361111,4.801462553584938,0.24678490375724974
nist,channel_gap_6h,sensitivity,normal,physical_recovery,11897,0.0,0.003866520971673531,362.8926620156342,142.4927257734361,4.801462553584938,0.2477095065983021
nist,channel_gap_6h,sensitivity,normal,recency,11897,0.0,0.0,362.8926620156342,268.22787676981335,4.801462553584938,0.21518029755400522
nist,channel_gap_6h,sensitivity,outage,physical,1191,0.0,0.0,355.48026868178,190.53314568236758,13.932829554995802,0.20822837951301426
nist,channel_gap_6h,sensitivity,outage,physical_availability,1191,0.0,0.012594458438287154,355.48026868178,122.46111335882892,13.932829554995802,0.21242653232577666
