site,case_id,case_group,horizon,n,events,days,population,endpoint,low_event_support,low_case_support
nist,duration_6h,sensitivity,1,144,34,35,recorded_ac,recovery_0_6,False,True
nist,duration_6h,sensitivity,2,144,36,36,recorded_ac,recovery_0_6,False,True
nist,duration_6h,sensitivity,3,140,33,33,recorded_ac,recovery_0_6,False,True
nist,duration_6h,sensitivity,4,136,31,31,recorded_ac,recovery_0_6,False,True
nist,duration_6h,sensitivity,1,430,47,59,recorded_ac,recovery_6_24,False,False
nist,duration_6h,sensitivity,2,429,47,57,recorded_ac,recovery_6_24,False,False
nist,duration_6h,sensitivity,3,433,47,58,recorded_ac,recovery_6_24,False,False
nist,duration_6h,sensitivity,4,437,47,57,recorded_ac,recovery_6_24,False,False
nist,duration_6h,sensitivity,1,574,48,71,recorded_ac,recovery,False,False
nist,duration_6h,sensitivity,2,573,47,71,recorded_ac,recovery,False,False
nist,duration_6h,sensitivity,3,573,47,70,recorded_ac,recovery,False,False
nist,duration_6h,sensitivity,4,573,47,69,recorded_ac,recovery,False,False
nist,duration_6h,sensitivity,1,729,48,84,recorded_ac,failure_recovery,False,False
nist,duration_6h,sensitivity,2,729,48,83,recorded_ac,failure_recovery,False,False
nist,duration_6h,sensitivity,3,730,48,83,recorded_ac,failure_recovery,False,False
nist,duration_6h,sensitivity,4,732,48,84,recorded_ac,failure_recovery,False,False
nist,duration_6h,sensitivity,1,3978,48,332,recorded_ac,all,False,False
nist,duration_6h,sensitivity,2,3978,48,332,recorded_ac,all,False,False
nist,duration_6h,sensitivity,3,3978,48,332,recorded_ac,all,False,False
nist,duration_6h,sensitivity,4,3978,48,332,recorded_ac,all,False,False
nist,duration_6h,sensitivity,1,155,36,37,exclude_bright_zero,outage,False,True
nist,duration_6h,sensitivity,2,156,36,36,exclude_bright_zero,outage,False,True
nist,duration_6h,sensitivity,3,157,36,36,exclude_bright_zero,outage,False,True
nist,duration_6h,sensitivity,4,159,37,37,exclude_bright_zero,outage,False,True
nist,duration_6h,sensitivity,1,144,34,35,exclude_bright_zero,recovery_0_6,False,True
nist,duration_6h,sensitivity,2,144,36,36,exclude_bright_zero,recovery_0_6,False,True
nist,duration_6h,sensitivity,3,140,33,33,exclude_bright_zero,recovery_0_6,False,True
nist,duration_6h,sensitivity,4,136,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,duration_6h,sensitivity,1,430,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,duration_6h,sensitivity,2,429,47,57,exclude_bright_zero,recovery_6_24,False,False
nist,duration_6h,sensitivity,3,433,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,duration_6h,sensitivity,4,437,47,57,exclude_bright_zero,recovery_6_24,False,False
nist,duration_6h,sensitivity,1,574,48,71,exclude_bright_zero,recovery,False,False
nist,duration_6h,sensitivity,2,573,47,71,exclude_bright_zero,recovery,False,False
nist,duration_6h,sensitivity,3,573,47,70,exclude_bright_zero,recovery,False,False
nist,duration_6h,sensitivity,4,573,47,69,exclude_bright_zero,recovery,False,False
nist,duration_6h,sensitivity,1,729,48,84,exclude_bright_zero,failure_recovery,False,False
nist,duration_6h,sensitivity,2,729,48,83,exclude_bright_zero,failure_recovery,False,False
nist,duration_6h,sensitivity,3,730,48,83,exclude_bright_zero,failure_recovery,False,False
nist,duration_6h,sensitivity,4,732,48,84,exclude_bright_zero,failure_recovery,False,False
nist,duration_6h,sensitivity,1,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_6h,sensitivity,2,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_6h,sensitivity,3,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_6h,sensitivity,4,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_24h,sensitivity,1,578,48,73,recorded_ac,outage,False,False
nist,duration_24h,sensitivity,2,578,48,70,recorded_ac,outage,False,False
nist,duration_24h,sensitivity,3,578,48,71,recorded_ac,outage,False,False
nist,duration_24h,sensitivity,4,578,48,70,recorded_ac,outage,False,False
nist,duration_24h,sensitivity,1,151,35,35,recorded_ac,recovery_0_6,False,True
nist,duration_24h,sensitivity,2,151,35,35,recorded_ac,recovery_0_6,False,True
nist,duration_24h,sensitivity,3,152,35,35,recorded_ac,recovery_0_6,False,True
nist,duration_24h,sensitivity,4,154,36,36,recorded_ac,recovery_0_6,False,True
nist,duration_24h,sensitivity,1,425,47,59,recorded_ac,recovery_6_24,False,False
nist,duration_24h,sensitivity,2,425,47,58,recorded_ac,recovery_6_24,False,False
nist,duration_24h,sensitivity,3,424,47,59,recorded_ac,recovery_6_24,False,False
nist,duration_24h,sensitivity,4,422,47,55,recorded_ac,recovery_6_24,False,False
nist,duration_24h,sensitivity,1,576,47,72,recorded_ac,recovery,False,False
nist,duration_24h,sensitivity,2,576,47,69,recorded_ac,recovery,False,False
nist,duration_24h,sensitivity,3,576,47,70,recorded_ac,recovery,False,False
nist,duration_24h,sensitivity,4,576,47,69,recorded_ac,recovery,False,False
nist,duration_24h,sensitivity,1,1154,48,120,recorded_ac,failure_recovery,False,False
nist,duration_24h,sensitivity,2,1154,48,117,recorded_ac,failure_recovery,False,False
nist,duration_24h,sensitivity,3,1154,48,118,recorded_ac,failure_recovery,False,False
nist,duration_24h,sensitivity,4,1154,48,117,recorded_ac,failure_recovery,False,False
nist,duration_24h,sensitivity,1,3978,48,332,recorded_ac,all,False,False
nist,duration_24h,sensitivity,2,3978,48,332,recorded_ac,all,False,False
nist,duration_24h,sensitivity,3,3978,48,332,recorded_ac,all,False,False
nist,duration_24h,sensitivity,4,3978,48,332,recorded_ac,all,False,False
nist,duration_24h,sensitivity,1,578,48,73,exclude_bright_zero,outage,False,False
nist,duration_24h,sensitivity,2,578,48,70,exclude_bright_zero,outage,False,False
nist,duration_24h,sensitivity,3,578,48,71,exclude_bright_zero,outage,False,False
nist,duration_24h,sensitivity,4,578,48,70,exclude_bright_zero,outage,False,False
nist,duration_24h,sensitivity,1,151,35,35,exclude_bright_zero,recovery_0_6,False,True
nist,duration_24h,sensitivity,2,151,35,35,exclude_bright_zero,recovery_0_6,False,True
nist,duration_24h,sensitivity,3,152,35,35,exclude_bright_zero,recovery_0_6,False,True
nist,duration_24h,sensitivity,4,154,36,36,exclude_bright_zero,recovery_0_6,False,True
nist,duration_24h,sensitivity,1,425,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,duration_24h,sensitivity,2,425,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,duration_24h,sensitivity,3,424,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,duration_24h,sensitivity,4,422,47,55,exclude_bright_zero,recovery_6_24,False,False
nist,duration_24h,sensitivity,1,576,47,72,exclude_bright_zero,recovery,False,False
nist,duration_24h,sensitivity,2,576,47,69,exclude_bright_zero,recovery,False,False
nist,duration_24h,sensitivity,3,576,47,70,exclude_bright_zero,recovery,False,False
nist,duration_24h,sensitivity,4,576,47,69,exclude_bright_zero,recovery,False,False
nist,duration_24h,sensitivity,1,1154,48,120,exclude_bright_zero,failure_recovery,False,False
nist,duration_24h,sensitivity,2,1154,48,117,exclude_bright_zero,failure_recovery,False,False
nist,duration_24h,sensitivity,3,1154,48,118,exclude_bright_zero,failure_recovery,False,False
nist,duration_24h,sensitivity,4,1154,48,117,exclude_bright_zero,failure_recovery,False,False
nist,duration_24h,sensitivity,1,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_24h,sensitivity,2,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_24h,sensitivity,3,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_24h,sensitivity,4,3965,48,332,exclude_bright_zero,all,False,False
nist,backfill_60min,sensitivity,1,299,46,49,recorded_ac,outage,False,False
nist,backfill_60min,sensitivity,2,300,46,48,recorded_ac,outage,False,False
nist,backfill_60min,sensitivity,3,297,46,46,recorded_ac,outage,False,False
nist,backfill_60min,sensitivity,4,295,45,46,recorded_ac,outage,False,False
nist,backfill_60min,sensitivity,1,129,35,37,recorded_ac,recovery_0_6,False,True
nist,backfill_60min,sensitivity,2,127,34,34,recorded_ac,recovery_0_6,False,True
nist,backfill_60min,sensitivity,3,129,34,34,recorded_ac,recovery_0_6,False,True
nist,backfill_60min,sensitivity,4,133,31,31,recorded_ac,recovery_0_6,False,True
nist,backfill_60min,sensitivity,1,447,47,56,recorded_ac,recovery_6_24,False,False
nist,backfill_60min,sensitivity,2,449,47,58,recorded_ac,recovery_6_24,False,False
nist,backfill_60min,sensitivity,3,447,47,59,recorded_ac,recovery_6_24,False,False
nist,backfill_60min,sensitivity,4,444,47,59,recorded_ac,recovery_6_24,False,False
nist,backfill_60min,sensitivity,1,576,47,70,recorded_ac,recovery,False,False
nist,backfill_60min,sensitivity,2,576,47,69,recorded_ac,recovery,False,False
nist,backfill_60min,sensitivity,3,576,47,68,recorded_ac,recovery,False,False
nist,backfill_60min,sensitivity,4,577,47,66,recorded_ac,recovery,False,False
nist,backfill_60min,sensitivity,1,875,48,95,recorded_ac,failure_recovery,False,False
nist,backfill_60min,sensitivity,2,876,48,95,recorded_ac,failure_recovery,False,False
nist,backfill_60min,sensitivity,3,873,48,93,recorded_ac,failure_recovery,False,False
nist,backfill_60min,sensitivity,4,872,48,93,recorded_ac,failure_recovery,False,False
nist,backfill_60min,sensitivity,1,3978,48,332,recorded_ac,all,False,False
nist,backfill_60min,sensitivity,2,3978,48,332,recorded_ac,all,False,False
nist,backfill_60min,sensitivity,3,3978,48,332,recorded_ac,all,False,False
nist,backfill_60min,sensitivity,4,3978,48,332,recorded_ac,all,False,False
nist,backfill_60min,sensitivity,1,299,46,49,exclude_bright_zero,outage,False,False
nist,backfill_60min,sensitivity,2,300,46,48,exclude_bright_zero,outage,False,False
nist,backfill_60min,sensitivity,3,297,46,46,exclude_bright_zero,outage,False,False
nist,backfill_60min,sensitivity,4,295,45,46,exclude_bright_zero,outage,False,False
nist,backfill_60min,sensitivity,1,129,35,37,exclude_bright_zero,recovery_0_6,False,True
nist,backfill_60min,sensitivity,2,127,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,backfill_60min,sensitivity,3,129,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,backfill_60min,sensitivity,4,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,backfill_60min,sensitivity,1,447,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,backfill_60min,sensitivity,2,449,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,backfill_60min,sensitivity,3,447,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,backfill_60min,sensitivity,4,444,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,backfill_60min,sensitivity,1,576,47,70,exclude_bright_zero,recovery,False,False
nist,backfill_60min,sensitivity,2,576,47,69,exclude_bright_zero,recovery,False,False
nist,backfill_60min,sensitivity,3,576,47,68,exclude_bright_zero,recovery,False,False
nist,backfill_60min,sensitivity,4,577,47,66,exclude_bright_zero,recovery,False,False
nist,backfill_60min,sensitivity,1,875,48,95,exclude_bright_zero,failure_recovery,False,False
nist,backfill_60min,sensitivity,2,876,48,95,exclude_bright_zero,failure_recovery,False,False
nist,backfill_60min,sensitivity,3,873,48,93,exclude_bright_zero,failure_recovery,False,False
nist,backfill_60min,sensitivity,4,872,48,93,exclude_bright_zero,failure_recovery,False,False
nist,backfill_60min,sensitivity,1,3965,48,332,exclude_bright_zero,all,False,False
nist,backfill_60min,sensitivity,2,3965,48,332,exclude_bright_zero,all,False,False
nist,backfill_60min,sensitivity,3,3965,48,332,exclude_bright_zero,all,False,False
nist,backfill_60min,sensitivity,4,3965,48,332,exclude_bright_zero,all,False,False
nist,channel_gap_6h,sensitivity,1,299,46,49,recorded_ac,outage,False,False
nist,channel_gap_6h,sensitivity,2,300,46,48,recorded_ac,outage,False,False
nist,channel_gap_6h,sensitivity,3,297,46,46,recorded_ac,outage,False,False
nist,channel_gap_6h,sensitivity,4,295,45,46,recorded_ac,outage,False,False
nist,channel_gap_6h,sensitivity,1,129,35,37,recorded_ac,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,2,127,34,34,recorded_ac,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,3,129,34,34,recorded_ac,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,4,133,31,31,recorded_ac,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,1,150,32,33,recorded_ac,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,2,151,33,33,recorded_ac,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,3,152,37,37,recorded_ac,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,4,150,36,36,recorded_ac,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,1,427,47,61,recorded_ac,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,2,426,47,59,recorded_ac,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,3,424,47,57,recorded_ac,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,4,426,47,57,recorded_ac,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,1,577,47,70,recorded_ac,recovery,False,False
nist,channel_gap_6h,sensitivity,2,577,47,70,recorded_ac,recovery,False,False
nist,channel_gap_6h,sensitivity,3,576,47,71,recorded_ac,recovery,False,False
nist,channel_gap_6h,sensitivity,4,576,47,71,recorded_ac,recovery,False,False
nist,channel_gap_6h,sensitivity,1,1005,48,109,recorded_ac,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,2,1004,48,107,recorded_ac,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,3,1002,48,105,recorded_ac,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,4,1004,48,105,recorded_ac,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,1,3978,48,332,recorded_ac,all,False,False
nist,channel_gap_6h,sensitivity,2,3978,48,332,recorded_ac,all,False,False
nist,channel_gap_6h,sensitivity,3,3978,48,332,recorded_ac,all,False,False
nist,channel_gap_6h,sensitivity,4,3978,48,332,recorded_ac,all,False,False
nist,channel_gap_6h,sensitivity,1,299,46,49,exclude_bright_zero,outage,False,False
nist,channel_gap_6h,sensitivity,2,300,46,48,exclude_bright_zero,outage,False,False
nist,channel_gap_6h,sensitivity,3,297,46,46,exclude_bright_zero,outage,False,False
nist,channel_gap_6h,sensitivity,4,295,45,46,exclude_bright_zero,outage,False,False
nist,channel_gap_6h,sensitivity,1,129,35,37,exclude_bright_zero,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,2,127,34,34,exclude_bright_zero,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,3,129,34,34,exclude_bright_zero,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,4,133,31,31,exclude_bright_zero,partial_restoration,False,True
nist,channel_gap_6h,sensitivity,1,150,32,33,exclude_bright_zero,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,2,151,33,33,exclude_bright_zero,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,3,152,37,37,exclude_bright_zero,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,4,150,36,36,exclude_bright_zero,recovery_0_6,False,True
nist,channel_gap_6h,sensitivity,1,427,47,61,exclude_bright_zero,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,2,426,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,3,424,47,57,exclude_bright_zero,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,4,426,47,57,exclude_bright_zero,recovery_6_24,False,False
nist,channel_gap_6h,sensitivity,1,577,47,70,exclude_bright_zero,recovery,False,False
nist,channel_gap_6h,sensitivity,2,577,47,70,exclude_bright_zero,recovery,False,False
nist,channel_gap_6h,sensitivity,3,576,47,71,exclude_bright_zero,recovery,False,False
nist,channel_gap_6h,sensitivity,4,576,47,71,exclude_bright_zero,recovery,False,False
nist,channel_gap_6h,sensitivity,1,1005,48,109,exclude_bright_zero,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,2,1004,48,107,exclude_bright_zero,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,3,1002,48,105,exclude_bright_zero,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,4,1004,48,105,exclude_bright_zero,failure_recovery,False,False
nist,channel_gap_6h,sensitivity,1,3965,48,332,exclude_bright_zero,all,False,False
nist,channel_gap_6h,sensitivity,2,3965,48,332,exclude_bright_zero,all,False,False
nist,channel_gap_6h,sensitivity,3,3965,48,332,exclude_bright_zero,all,False,False
nist,channel_gap_6h,sensitivity,4,3965,48,332,exclude_bright_zero,all,False,False
nist,schedule_seed_2,sensitivity,1,255,46,48,recorded_ac,outage,False,False
nist,schedule_seed_2,sensitivity,2,259,48,48,recorded_ac,outage,False,False
nist,schedule_seed_2,sensitivity,3,265,46,48,recorded_ac,outage,False,False
nist,schedule_seed_2,sensitivity,4,270,44,48,recorded_ac,outage,False,False
nist,schedule_seed_2,sensitivity,1,164,39,40,recorded_ac,recovery_0_6,False,True
nist,schedule_seed_2,sensitivity,2,164,39,39,recorded_ac,recovery_0_6,False,True
nist,schedule_seed_2,sensitivity,3,163,38,38,recorded_ac,recovery_0_6,False,True
nist,schedule_seed_2,sensitivity,4,165,40,40,recorded_ac,recovery_0_6,False,True
